Date: Week,Product,Product → Target DPCI,Product → Muffin Product Line,Sales Dollars,Sales Units,Stores Scanning,PODs Scanning,Promo Sales Dollars,Promo Sales Units
"Oct 6, 2025 - Oct 12, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$30413.00 ,10595,1485,1485,$24040.63 ,8729
"Oct 6, 2025 - Oct 12, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$35657.02 ,3525,1231,1231,$31499.89 ,3194
"Oct 6, 2025 - Oct 12, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$5362.82 ,1943,508,508,$3688.95 ,1316
"Oct 6, 2025 - Oct 12, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$39645.58 ,4069,1318,1318,$35155.04 ,3686
"Oct 6, 2025 - Oct 12, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$50984.57 ,6124,1565,1565,$27996.09 ,3774
"Oct 6, 2025 - Oct 12, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$7715.72 ,2746,472,472,$6811.32 ,2476
"Oct 6, 2025 - Oct 12, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$5738.70 ,2076,518,518,$4205.54 ,1501
"Oct 13, 2025 - Oct 19, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$16.57 ,5,3,3,$6.10 ,2
"Oct 13, 2025 - Oct 19, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$33236.34 ,3326,1272,1272,$31243.55 ,3156
"Oct 13, 2025 - Oct 19, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$35590.56 ,6955,1576,1576,$25020.11 ,5107
"Oct 13, 2025 - Oct 19, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$50600.00 ,11908,1697,1697,$33178.39 ,8399
"Oct 13, 2025 - Oct 19, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$27909.75 ,9168,1511,1511,$20321.56 ,6941
"Oct 13, 2025 - Oct 19, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12618.14 ,1282,459,459,$11794.15 ,1213
"Oct 13, 2025 - Oct 19, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$50589.83 ,9776,1639,1639,$32834.38 ,6706
"Oct 13, 2025 - Oct 19, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$38188.12 ,4000,1244,1244,$6425.24 ,744
"Oct 13, 2025 - Oct 19, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$47537.62 ,9045,1612,1612,$28365.23 ,5791
"Oct 13, 2025 - Oct 19, 2025",Green Dream,211-34-0232,Smoothie Pouches,$22778.31 ,7483,1504,1504,$17278.96 ,5879
"Oct 13, 2025 - Oct 19, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$4090.90 ,420,184,184,$3869.74 ,399
"Oct 13, 2025 - Oct 19, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$55193.24 ,13133,1668,1668,$39041.05 ,9892
"Oct 13, 2025 - Oct 19, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$14646.77 ,2776,962,962,$8534.16 ,1735
"Oct 13, 2025 - Oct 19, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$55990.79 ,5855,1491,1491,$9093.65 ,1054
"Oct 13, 2025 - Oct 19, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$29500.63 ,5511,1502,1502,$13339.57 ,2711
"Oct 13, 2025 - Oct 19, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3905.18 ,1305,218,218,$3118.90 ,1069
"Oct 13, 2025 - Oct 19, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$13215.00 ,2522,957,957,$8081.72 ,1649
"Oct 13, 2025 - Oct 19, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$28238.12 ,9146,1517,1517,$18082.93 ,6174
"Oct 13, 2025 - Oct 19, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$37338.44 ,3743,1291,1291,$33594.00 ,3438
"Oct 13, 2025 - Oct 19, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$4303.86 ,1404,411,411,$3098.28 ,1040
"Oct 13, 2025 - Oct 19, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$37611.62 ,3750,1289,1289,$34860.33 ,3518
"Oct 13, 2025 - Oct 19, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$44574.95 ,4670,1457,1457,$7663.06 ,890
"Oct 13, 2025 - Oct 19, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$6605.98 ,2213,457,457,$5550.98 ,1901
"Oct 13, 2025 - Oct 19, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4826.45 ,1591,406,406,$3759.80 ,1263
"Oct 20, 2025 - Oct 26, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$17.82 ,6,1,1,$17.82 ,6
"Oct 20, 2025 - Oct 26, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$35899.26 ,3363,1259,1259,$26313.58 ,2557
"Oct 20, 2025 - Oct 26, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$32215.93 ,5997,1535,1535,$17990.39 ,3515
"Oct 20, 2025 - Oct 26, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$51018.95 ,11083,1686,1686,$25705.79 ,5989
"Oct 20, 2025 - Oct 26, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$28540.46 ,9229,1519,1519,$19567.73 ,6613
"Oct 20, 2025 - Oct 26, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12474.94 ,1195,443,443,$9380.13 ,933
"Oct 20, 2025 - Oct 26, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Oct 20, 2025 - Oct 26, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$48480.48 ,8946,1641,1641,$25065.64 ,4898
"Oct 20, 2025 - Oct 26, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$41425.02 ,4753,1295,1295,$30245.20 ,3614
"Oct 20, 2025 - Oct 26, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$44528.24 ,8187,1608,1608,$21084.47 ,4127
"Oct 20, 2025 - Oct 26, 2025",Green Dream,211-34-0232,Smoothie Pouches,$23283.91 ,7550,1496,1496,$16558.43 ,5592
"Oct 20, 2025 - Oct 26, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$4087.19 ,401,181,181,$2997.33 ,301
"Oct 20, 2025 - Oct 26, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$53223.60 ,11700,1612,1612,$31153.74 ,7257
"Oct 20, 2025 - Oct 26, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$13533.46 ,2467,913,913,$6625.17 ,1296
"Oct 20, 2025 - Oct 26, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$62164.14 ,7083,1531,1531,$42619.05 ,5098
"Oct 20, 2025 - Oct 26, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$30582.46 ,5610,1583,1583,$11036.44 ,2208
"Oct 20, 2025 - Oct 26, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3606.14 ,1177,217,217,$2548.86 ,864
"Oct 20, 2025 - Oct 26, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$12365.34 ,2265,906,906,$6632.54 ,1294
"Oct 20, 2025 - Oct 26, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$28396.29 ,9081,1514,1514,$16640.17 ,5659
"Oct 20, 2025 - Oct 26, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$38068.93 ,3501,1218,1218,$25578.52 ,2486
"Oct 20, 2025 - Oct 26, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$4740.80 ,1530,419,419,$3401.04 ,1127
"Oct 20, 2025 - Oct 26, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$40693.78 ,3812,1302,1302,$29354.67 ,2857
"Oct 20, 2025 - Oct 26, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$47525.51 ,5424,1496,1496,$32824.11 ,3931
"Oct 20, 2025 - Oct 26, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$6686.14 ,2190,450,450,$5125.72 ,1728
"Oct 20, 2025 - Oct 26, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4847.94 ,1561,412,412,$3562.51 ,1184
"Oct 27, 2025 - Nov 2, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$3.49 ,1,1,1,$0.00 ,0
"Oct 27, 2025 - Nov 2, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$33722.28 ,3435,1273,1273,$33810.50 ,3441
"Oct 27, 2025 - Nov 2, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$22068.90 ,3818,1371,1371,$1654.90 ,314
"Oct 27, 2025 - Nov 2, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$43038.89 ,8761,1639,1639,$2629.76 ,589
"Oct 27, 2025 - Nov 2, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$28559.67 ,9419,1514,1514,$20979.79 ,7197
"Oct 27, 2025 - Nov 2, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12508.56 ,1407,473,473,$12307.11 ,1387
"Oct 27, 2025 - Nov 2, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Oct 27, 2025 - Nov 2, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$34262.64 ,5899,1556,1556,$2284.85 ,436
"Oct 27, 2025 - Nov 2, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$37100.25 ,4598,1255,1255,$31068.61 ,3983
"Oct 27, 2025 - Nov 2, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$32442.71 ,5599,1512,1512,$2391.37 ,459
"Oct 27, 2025 - Nov 2, 2025",Green Dream,211-34-0232,Smoothie Pouches,$24020.89 ,7953,1510,1510,$18188.12 ,6243
"Oct 27, 2025 - Nov 2, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$3976.23 ,453,184,184,$3950.46 ,449
"Oct 27, 2025 - Nov 2, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$46610.03 ,9487,1592,1592,$3070.36 ,691
"Oct 27, 2025 - Nov 2, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$7933.89 ,1362,647,647,$455.55 ,86
"Oct 27, 2025 - Nov 2, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$56262.20 ,6986,1519,1519,$46632.10 ,6003
"Oct 27, 2025 - Nov 2, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$27744.69 ,4859,1478,1478,$1488.85 ,292
"Oct 27, 2025 - Nov 2, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3512.09 ,1181,222,222,$2775.06 ,956
"Oct 27, 2025 - Nov 2, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$7718.78 ,1326,622,622,$499.37 ,95
"Oct 27, 2025 - Nov 2, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$28535.95 ,9294,1535,1535,$18054.97 ,6225
"Oct 27, 2025 - Nov 2, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$38617.08 ,4362,1340,1340,$37537.71 ,4261
"Oct 27, 2025 - Nov 2, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$4442.75 ,1460,405,405,$3296.51 ,1110
"Oct 27, 2025 - Nov 2, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$35959.92 ,3669,1254,1254,$36017.84 ,3673
"Oct 27, 2025 - Nov 2, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$43801.46 ,5481,1514,1514,$37443.69 ,4831
"Oct 27, 2025 - Nov 2, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$6690.27 ,2235,475,475,$5521.38 ,1887
"Oct 27, 2025 - Nov 2, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4960.15 ,1638,407,407,$4079.32 ,1377
"Nov 3, 2025 - Nov 9, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$0.00 ,0,0,0,$0.00 ,0
"Nov 3, 2025 - Nov 9, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$30739.97 ,3059,1206,1206,$25959.19 ,2655
"Nov 3, 2025 - Nov 9, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$19903.98 ,3441,1315,1315,$2214.89 ,425
"Nov 3, 2025 - Nov 9, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$42008.87 ,8543,1617,1617,$3571.75 ,797
"Nov 3, 2025 - Nov 9, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$28504.83 ,9347,1538,1538,$21498.37 ,7303
"Nov 3, 2025 - Nov 9, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12156.78 ,1224,457,457,$11616.64 ,1176
"Nov 3, 2025 - Nov 9, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Nov 3, 2025 - Nov 9, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$31145.46 ,5382,1494,1494,$3729.53 ,721
"Nov 3, 2025 - Nov 9, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$35411.26 ,3643,1198,1198,$3782.41 ,430
"Nov 3, 2025 - Nov 9, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$29433.14 ,5085,1473,1473,$3368.05 ,647
"Nov 3, 2025 - Nov 9, 2025",Green Dream,211-34-0232,Smoothie Pouches,$23593.60 ,7770,1546,1546,$18072.44 ,6152
"Nov 3, 2025 - Nov 9, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$3764.21 ,384,178,178,$3467.08 ,353
"Nov 3, 2025 - Nov 9, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$49844.27 ,10130,1616,1616,$4328.19 ,966
"Nov 3, 2025 - Nov 9, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$5440.37 ,934,467,467,$493.50 ,94
"Nov 3, 2025 - Nov 9, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$55719.63 ,5739,1464,1464,$5747.43 ,652
"Nov 3, 2025 - Nov 9, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$29595.23 ,5177,1499,1499,$2032.10 ,391
"Nov 3, 2025 - Nov 9, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3769.65 ,1255,223,223,$3010.68 ,1024
"Nov 3, 2025 - Nov 9, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$5318.96 ,920,443,443,$657.26 ,125
"Nov 3, 2025 - Nov 9, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$28958.66 ,9383,1545,1545,$19558.51 ,6639
"Nov 3, 2025 - Nov 9, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$38280.01 ,3854,1315,1315,$35999.25 ,3652
"Nov 3, 2025 - Nov 9, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$3832.91 ,1224,369,369,$2356.50 ,795
"Nov 3, 2025 - Nov 9, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$32851.53 ,3254,1237,1237,$27159.23 ,2775
"Nov 3, 2025 - Nov 9, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$42887.22 ,4423,1430,1430,$4659.21 ,529
"Nov 3, 2025 - Nov 9, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$6891.37 ,2288,474,474,$5764.90 ,1948
"Nov 3, 2025 - Nov 9, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4149.57 ,1331,369,369,$2627.25 ,886
"Nov 10, 2025 - Nov 16, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$10.71 ,3,3,3,$0.00 ,0
"Nov 10, 2025 - Nov 16, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$32559.54 ,2882,1185,1185,$6029.56 ,647
"Nov 10, 2025 - Nov 16, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$20728.95 ,3549,1335,1335,$1477.49 ,285
"Nov 10, 2025 - Nov 16, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$43109.62 ,9082,1609,1609,$6469.28 ,1672
"Nov 10, 2025 - Nov 16, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$28541.64 ,9283,1562,1562,$22681.70 ,7589
"Nov 10, 2025 - Nov 16, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12858.78 ,1216,465,465,$10420.75 ,998
"Nov 10, 2025 - Nov 16, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Nov 10, 2025 - Nov 16, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$30971.38 ,5320,1483,1483,$2603.28 ,497
"Nov 10, 2025 - Nov 16, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$34974.38 ,3672,1178,1178,$5250.00 ,663
"Nov 10, 2025 - Nov 16, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$28667.22 ,4922,1474,1474,$2510.65 ,485
"Nov 10, 2025 - Nov 16, 2025",Green Dream,211-34-0232,Smoothie Pouches,$23306.48 ,7609,1545,1545,$18922.10 ,6337
"Nov 10, 2025 - Nov 16, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$3484.04 ,340,174,174,$3016.50 ,292
"Nov 10, 2025 - Nov 16, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$53716.42 ,11325,1637,1637,$8475.15 ,2192
"Nov 10, 2025 - Nov 16, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$4628.24 ,790,402,402,$406.69 ,75
"Nov 10, 2025 - Nov 16, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$53031.32 ,5562,1454,1454,$7774.27 ,979
"Nov 10, 2025 - Nov 16, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$30450.90 ,5326,1493,1493,$1843.08 ,351
"Nov 10, 2025 - Nov 16, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3347.42 ,1097,218,218,$2705.14 ,907
"Nov 10, 2025 - Nov 16, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$4611.48 ,788,423,423,$354.31 ,67
"Nov 10, 2025 - Nov 16, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$27278.51 ,8846,1543,1543,$20880.24 ,6993
"Nov 10, 2025 - Nov 16, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$39138.66 ,3647,1298,1298,$32222.23 ,3053
"Nov 10, 2025 - Nov 16, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$4431.74 ,1328,382,382,$595.33 ,216
"Nov 10, 2025 - Nov 16, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$34845.24 ,3086,1213,1213,$6676.55 ,715
"Nov 10, 2025 - Nov 16, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$42348.88 ,4463,1426,1426,$6782.73 ,860
"Nov 10, 2025 - Nov 16, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$5995.39 ,1950,462,462,$4913.23 ,1636
"Nov 10, 2025 - Nov 16, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4343.35 ,1314,382,382,$699.67 ,256
"Nov 17, 2025 - Nov 23, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$17.16 ,4,1,1,$0.00 ,0
"Nov 17, 2025 - Nov 23, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$40417.88 ,4099,1322,1322,$27110.27 ,2976
"Nov 17, 2025 - Nov 23, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$19196.83 ,3328,1324,1324,$2703.54 ,530
"Nov 17, 2025 - Nov 23, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$53093.24 ,13047,1670,1670,$32153.99 ,8810
"Nov 17, 2025 - Nov 23, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$23933.18 ,8433,1552,1552,$14009.59 ,5542
"Nov 17, 2025 - Nov 23, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$10944.55 ,1113,432,432,$6007.25 ,683
"Nov 17, 2025 - Nov 23, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Nov 17, 2025 - Nov 23, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$29866.52 ,5192,1514,1514,$4745.89 ,931
"Nov 17, 2025 - Nov 23, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$36324.55 ,4375,1231,1231,$22765.78 ,3004
"Nov 17, 2025 - Nov 23, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$27883.19 ,4836,1438,1438,$4411.77 ,866
"Nov 17, 2025 - Nov 23, 2025",Green Dream,211-34-0232,Smoothie Pouches,$19262.52 ,6873,1526,1526,$12136.08 ,4801
"Nov 17, 2025 - Nov 23, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$3847.43 ,396,184,184,$2127.83 ,242
"Nov 17, 2025 - Nov 23, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$63654.80 ,15841,1650,1650,$41069.86 ,11263
"Nov 17, 2025 - Nov 23, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$4304.21 ,741,395,395,$544.88 ,106
"Nov 17, 2025 - Nov 23, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$51901.21 ,6151,1463,1463,$29495.27 ,3881
"Nov 17, 2025 - Nov 23, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$30901.04 ,5482,1520,1520,$3475.24 ,692
"Nov 17, 2025 - Nov 23, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3034.32 ,1093,222,222,$1818.13 ,725
"Nov 17, 2025 - Nov 23, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$4053.61 ,699,366,366,$521.85 ,102
"Nov 17, 2025 - Nov 23, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$24508.30 ,8315,1558,1558,$11430.60 ,4504
"Nov 17, 2025 - Nov 23, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$34412.48 ,3379,1220,1220,$17001.58 ,1899
"Nov 17, 2025 - Nov 23, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$4630.79 ,1603,430,430,$2876.04 ,1093
"Nov 17, 2025 - Nov 23, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$44811.30 ,4522,1339,1339,$28889.68 ,3181
"Nov 17, 2025 - Nov 23, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$45920.45 ,5479,1494,1494,$26862.90 ,3547
"Nov 17, 2025 - Nov 23, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$5454.57 ,1964,474,474,$3556.57 ,1403
"Nov 17, 2025 - Nov 23, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4846.06 ,1684,415,415,$3138.78 ,1191
"Nov 24, 2025 - Nov 30, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$9.78 ,2,1,1,$0.00 ,0
"Nov 24, 2025 - Nov 30, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$33609.64 ,3321,1235,1235,$18132.68 ,2015
"Nov 24, 2025 - Nov 30, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$16466.83 ,3008,1293,1293,$4403.32 ,967
"Nov 24, 2025 - Nov 30, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$42979.62 ,9076,1643,1643,$9225.61 ,2225
"Nov 24, 2025 - Nov 30, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$20690.80 ,7007,1492,1492,$10166.17 ,3956
"Nov 24, 2025 - Nov 30, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$10221.81 ,1002,402,402,$4787.84 ,535
"Nov 24, 2025 - Nov 30, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$0.00 ,0,0,0,$0.00 ,0
"Nov 24, 2025 - Nov 30, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$25161.82 ,4547,1455,1455,$6143.78 ,1329
"Nov 24, 2025 - Nov 30, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$29117.66 ,3419,1164,1164,$14297.43 ,1919
"Nov 24, 2025 - Nov 30, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$22199.66 ,4026,1383,1383,$5509.75 ,1196
"Nov 24, 2025 - Nov 30, 2025",Green Dream,211-34-0232,Smoothie Pouches,$16608.64 ,5684,1430,1430,$8520.39 ,3324
"Nov 24, 2025 - Nov 30, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$2821.47 ,287,152,152,$1412.28 ,162
"Nov 24, 2025 - Nov 30, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$54524.51 ,11531,1633,1633,$11751.18 ,2841
"Nov 24, 2025 - Nov 30, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$3385.90 ,596,336,336,$565.17 ,119
"Nov 24, 2025 - Nov 30, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$42314.98 ,4896,1432,1432,$18563.78 ,2487
"Nov 24, 2025 - Nov 30, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$28105.45 ,5239,1469,1469,$7455.74 ,1621
"Nov 24, 2025 - Nov 30, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$2400.47 ,821,206,206,$1190.26 ,464
"Nov 24, 2025 - Nov 30, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$3417.12 ,603,348,348,$597.31 ,125
"Nov 24, 2025 - Nov 30, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$21345.35 ,7043,1511,1511,$8326.91 ,3247
"Nov 24, 2025 - Nov 30, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$27117.29 ,2560,1088,1088,$10667.23 ,1163
"Nov 24, 2025 - Nov 30, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$3724.87 ,1280,388,388,$2155.09 ,824
